Location,Premium,Brand_Model,Bluk_Price_DP,Year,Bluk_2,Url
"location_on
Cairo
, Waili",Premium,اريزو 5 نبيتي 2022,"اريزو 5 نبيتي 2022

1.5 A/T Baseline

625,000EGP",2022,"Chery
ARRIZO 5
2022
Used
60,795
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/7c01f0656229404ba21bc3b7b0c3826c?status=Used?dealer=1519451
"location_on
Cairo
, Waili",Premium,اريزو 5 p1 A احمر 2022,"اريزو 5 p1 A احمر 2022

1.5 A/T Baseline

630,000EGP",2022,"Chery
ARRIZO 5
2022
Used
60,422
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/fcc6a77e102d4ebba691f12419b2dd21?status=Used?dealer=1519451
"location_on
Cairo
, Waili",Premium,تيجو 3 فيراني 2022,"تيجو 3 فيراني 2022

1.6 A/T Tinted Glass FL

790,000EGP",2022,"Chery
Tiggo 3
2022
Used
45,107
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_3/c48aa935e5e540329d4fd250fb2f0fd0?status=Used?dealer=1519451
"location_on
Cairo
, Waili",Premium,تيجو 7 فضي 2021,"تيجو 7 فضي 2021

1.5 A/T Baseline

880,000EGP
Min. DP:440,000EGP",2021,"Chery
Tiggo 7
2021
Used
25,320
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_7/702b34032c48419d98c9591ba5b2ccb2?status=Used?dealer=1519451
"location_on
Cairo
, Nasr City",Premium,شيري تيجو7 هاي لاين,"شيري تيجو7 هاي لاين
Down Payment277,500EGP",2022,"Chery
Tiggo 7
2022
Used
73,500
km
Automatic
for Exchange",https://www.contactcars.com/en/used-cars/chery-tiggo_7/632e425a69f94a54a684509745324f38?status=Used?dealer=1519264
"location_on
Cairo
, New Cairo & 5th Settlement",Premium,كاش او تقسيط!! شيري اريزو 2023 هايلاين أعلى فئة كسر زيرو,"كاش او تقسيط!! شيري اريزو 2023 هايلاين أعلى فئة كسر زيرو

1.5 A/T CVT HIGHLINE

Down Payment250,000EGP",2023,"Chery
ARRIZO 5
2023
Used
32,000
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/9eb9615d15744116a4ab8b4f2f75bfea?status=Used
"location_on
Cairo
, Mokattam",Premium,شيري تيجو ٣,"شيري تيجو ٣

1.6 A/T Tinted Glass FL

700,000EGP
Min. DP:350,000EGP",2022,"Chery
Tiggo 3
2022
Used
32,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/ecbc14dabde641de9e20040084c4d4b6?status=Used
"location_on
Cairo
, Nasr City",Premium,شارع الطياران,"شارع الطياران

1.6 A/T Comfort

1,300,000EGP
Min. DP:650,000EGP",2023,"Chery
Tiggo 8 PRO
2023
New
Automatic
for Exchange",https://www.contactcars.com/en/new-cars/chery-tiggo_8_pro/for-sale/7588989ef6a942739f140435bde75fce?status=New?dealer=1519515
"location_on
Cairo
, Nasr City",Premium,Chery ARRIZO 5 2023,"Chery ARRIZO 5 2023

1.5 A/T CVT HIGHLINE

175,000EGP",2023,"Chery
ARRIZO 5
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-arrizo_5/for-sale/7112dd0c09334e7db542b884808cb548?status=New?dealer=1519280
"location_on
Qalyubia
, El Oobor",Premium,العبور,"العبور

1.5 A/T Baseline

750,000EGP",2021,"Chery
Tiggo 7
2021
Used
90,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/e22264c3022f4cefb67434d5b17560ef?status=Used
"location_on
Mansoura
, Down Town",,شيري تيجو ٢٠٢٣ خليجي,"شيري تيجو ٢٠٢٣ خليجي
1,400,000EGP
Min. DP:280,000EGP",2023,"Chery
Tiggo 7 Pro
2023
New
Automatic
Imported Specs
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_7_pro/for-sale/86e7895795a640b59d31e8c523043d13?status=New
"location_on
Giza
, Sheikh Zayed",,chery tiggo 3,"chery tiggo 3

1.6 A/T CVT TINTED GLASS FACELIFT

Down Payment165,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic
for Exchange
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/eaf6fa500e3243e78d5820e3f06053f3?status=New?dealer=1519449
"location_on
Cairo
, 6th of October",,شيري تيجو3 موديل 2023 كسر زيرو,"شيري تيجو3 موديل 2023 كسر زيرو

1.6 A/T CVT TINTED GLASS FACELIFT

Down Payment260,000EGP",2023,"Chery
Tiggo 3
2023
Used
7,850
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/5db96710ea2d4e138df7510a866d2f5b?status=Used?dealer=1519264
"location_on
Western
, Samanoud",,شيري اريزو 2023 كسر زيرو,"شيري اريزو 2023 كسر زيرو

1.5 A/T CVT BASELINE Leather

700,000EGP
Min. DP:350,000EGP",2023,"Chery
ARRIZO 5
2023
Used
11,000
km
Automatic",https://www.contactcars.com/en/used-cars/chery-arrizo_5/be07d4f93f8642d09feb79ac1d66d1d0?status=Used
"location_on
Giza
, 6th of October",,شيري تيجو 2023 بحاله الزيرو رخصه 3 سنوات 14 الف كيلو,"شيري تيجو 2023 بحاله الزيرو رخصه 3 سنوات 14 الف كيلو

1.6 A/T CVT TINTED GLASS FACELIFT

795,000EGP
Min. DP:397,500EGP",2023,"Chery
Tiggo 3
2023
Used
14,200
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/979b30d8cc8f44f18c8724df924131ea?status=Used
"location_on
Western
, Tanta",,شيري تيجو 3 /2023,"شيري تيجو 3 /2023

1.6 A/T CVT TINTED GLASS FACELIFT

790,000EGP
Min. DP:395,000EGP",2023,"Chery
Tiggo 3
2023
Used
300
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/71849f80362447c4bf0600fc8eea1d05?status=Used
"location_on
Cairo
, Waili",,شيري اريزو 5 برونزي 2022,"شيري اريزو 5 برونزي 2022

1.5 A/T Baseline

610,000EGP
Min. DP:305,000EGP",2022,"Chery
ARRIZO 5
2022
Used
34,346
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/ec21f2588bc94ad79fd4ac96ff6bbdce?status=Used?dealer=1519451
"location_on
Cairo
, Waili",,شيري اريزو 5 نبيتي 2021,"شيري اريزو 5 نبيتي 2021

1.5 A/T Baseline Leather

595,000EGP",2021,"Chery
ARRIZO 5
2021
Used
76,791
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/7025a61ccbd64c8ea555bb7b35c86a70?status=Used?dealer=1519451
"location_on
Giza
, Giza",,شيرى تيجو 7 هاى لاين,"شيرى تيجو 7 هاى لاين

1.5 A/T H/L

880,000EGP
Min. DP:440,000EGP",2021,"Chery
Tiggo 7
2021
Used
20,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/f8c931eef9bd4e9f9c1198783628e1ec?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,شيري تيجو 8 برو فلاج شيب,"شيري تيجو 8 برو فلاج شيب

1.6 A/T Flagship

1,650,000EGP",2022,"Chery
Tiggo 8 PRO
2022
Used
10,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_8_pro/836e57b7d01f486780515f09ee6e92bd?status=Used
"location_on
Cairo
, Waili",,تيجو 3 ابيض 2022,"تيجو 3 ابيض 2022

1.6 A/T Tinted Glass FL

800,000EGP",2022,"Chery
Tiggo 3
2022
Used
38,163
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_3/66aee2bcc363433c8a4bf4bf2fd677ec?status=Used?dealer=1519451
"location_on
Cairo
, Waili",,تيجو 3 فيراني 2022,"تيجو 3 فيراني 2022

1.6 A/T Tinted Glass FL

790,000EGP",2022,"Chery
Tiggo 3
2022
Used
34,694
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_3/9ceb1174e5624a1c8adf5f51bd3250d6?status=Used?dealer=1519451
"location_on
Cairo
, Waili",,اريزو 5 M فضي 2023,"اريزو 5 M فضي 2023

1.5 M/T BASELINE Leather

570,000EGP",2023,"Chery
ARRIZO 5
2023
Used
79,129
km
Manual
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/7c60a396e7784cd69f3e66f59530fcb2?status=Used?dealer=1519451
"location_on
Cairo
, Waili",,اريزو 5 M احمر 2021,"اريزو 5 M احمر 2021

1.5 M/T Baseline

545,000EGP",2021,"Chery
ARRIZO 5
2021
Used
80,766
km
Manual
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/3b0fccb7ea3c41e09285ad2bfb661848?status=Used?dealer=1519451
"location_on
Cairo
, Waili",,اريزو 5 p1 A سماوي 2023,"اريزو 5 p1 A سماوي 2023

1.5 A/T CVT BASELINE Leather

650,000EGP",2023,"Chery
ARRIZO 5
2023
Used
21,166
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/9849a990e08f4f748ee6d292162e671c?status=Used?dealer=1519451
"location_on
Western
, Tanta",,تيجو8 لاكشري,"تيجو8 لاكشري
Down Payment346,500EGP",2021,"Chery
Tiggo 8
2021
Used
50,000
km
Automatic
for Exchange
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_8/b84d2a651abd401fa82eb319719fc97c?status=Used?dealer=1519264
"location_on
Cairo
, New Cairo & 5th Settlement",,شيري اريزو 2023 هاي لاين,"شيري اريزو 2023 هاي لاين

1.5 A/T CVT HIGHLINE

Down Payment219,000EGP",2023,"Chery
ARRIZO 5
2023
Used
6,500
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/0ec7c3d880e64b2fbd5c526a16ed5bec?status=Used?dealer=1519264
"location_on
Cairo
, Maadi",,تيجو ٣ ٢٠٢٣ فقط ٣٥٠٠ كيلو متر,"تيجو ٣ ٢٠٢٣ فقط ٣٥٠٠ كيلو متر

1.6 A/T CVT TINTED GLASS FACELIFT

770,000EGP
Min. DP:385,000EGP",2023,"Chery
Tiggo 3
2023
Used
3,500
km
Automatic
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/0e790c58fc2e4bd2b2292c12a1acff5b?status=Used
"location_on
Cairo
, Madinaty",,شيري تيجو 7 موديل 2021 فابريكا بالكامل,"شيري تيجو 7 موديل 2021 فابريكا بالكامل

1.5 A/T H/L

810,000EGP",2021,"Chery
Tiggo 7
2021
Used
95,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/f1dda626e62840179e8f1a0b7a0d0a22?status=Used
"location_on
Giza
, El Haram",,كسر كسر الزيرو ٢٠٢١ منول أعالي فيه,"كسر كسر الزيرو ٢٠٢١ منول أعالي فيه

1.5 M/T Baseline

450,000EGP",2021,"Chery
ARRIZO 5
2021
Used
26,000
km
Manual
Imported Specs
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/9809cd1da1f34ab3a4fe9d44699badbf?status=Used
"location_on
Cairo
, Nasr City",,Chery Tiggo 3 2023,"Chery Tiggo 3 2023

1.6 A/T CVT TINTED GLASS FACELIFT

180,000EGP
Min. DP:36,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/9242a90e31624879a078b1a866b941d2?status=New?dealer=1519511
"location_on
Giza
, 6th of October",,شيري تيجو 3 حاله ممتازه,"شيري تيجو 3 حاله ممتازه
650,000EGP",2019,"Chery
Tiggo 3
2019
Used
145,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/16ff4da73dd44c21bdfeb08aba7cb8c4?status=Used
"location_on
Alexandria
, Mena El Basal",,مينا البصل القباري اسكندريه ٥٧ ش محجوب,"مينا البصل القباري اسكندريه ٥٧ ش محجوب

1.5 A/T CVT HIGHLINE

650,000EGP
Min. DP:325,000EGP",2023,"Chery
ARRIZO 5
2023
Used
1,500
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/b2231b5cf28a44ca965446e5ea06a917?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,ARIZO 2024,"ARIZO 2024

1.5 A/T CVT BASELINE Leather

190,000EGP
Min. DP:38,000EGP",2023,"Chery
ARRIZO 5
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-arrizo_5/for-sale/20f88f78fbf94b4983c2a2d757c8ae6a?status=New?dealer=1519332
"location_on
Alexandria
, Al Ajmi",,تيجو ٢٠١٣ مانيوال ممتازة فيميه مثبوت شاشتين فرش اصلي ممتاز .,"تيجو ٢٠١٣ مانيوال ممتازة فيميه مثبوت شاشتين فرش اصلي ممتاز .
320,000EGP",2013,"Chery
Tiggo
2013
Used
102,000
km
Manual
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo/cba03c846e2c472b9854b84ac97f38b6?status=Used
"location_on
Cairo
, Mataria",,شيري تيجو ٧ - tiggo 7,"شيري تيجو ٧ - tiggo 7

1.5 A/T T-6DCT HIGHLINE

950,000EGP",2023,"Chery
Tiggo 7
2023
Used
4,500
km
Automatic",https://www.contactcars.com/en/used-cars/chery-tiggo_7/39feb0d696a94c188e933456ac3ccad3?status=Used
"location_on
Cairo
, Zayton",,اريزو 5 هاى لاين اتوماتيك حالة الزيرو صيانه توكيل,"اريزو 5 هاى لاين اتوماتيك حالة الزيرو صيانه توكيل

1.5 A/T H/L

620,000EGP
Min. DP:310,000EGP",2022,"Chery
ARRIZO 5
2022
Used
37,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/6c5cb25f2d964a909a61d7a804f0c01e?status=Used
"location_on
Cairo
, Waili",,اريزو 5 HL ابيض 2022,"اريزو 5 HL ابيض 2022

1.5 A/T H/L

615,000EGP",2022,"Chery
ARRIZO 5
2022
Used
27,892
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/91bbe9d478db49c0a20beb674a853ec8?status=Used?dealer=1519451
"location_on
Giza
, Sheikh Zayed",,شيري اريزو ٥ هايلاين مو 22كسر زيرومواصفات غير موجودة في مثيلاتها,"شيري اريزو ٥ هايلاين مو 22كسر زيرومواصفات غير موجودة في مثيلاتها

1.5 A/T H/L

670,000EGP
Min. DP:335,000EGP",2022,"Chery
ARRIZO 5
2022
Used
14,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/f49ea4bfa98f4d08b56b32179e8e2d60?status=Used
"location_on
Cairo
, Nasr City",,Chery Tiggo 3 2023,"Chery Tiggo 3 2023

1.6 A/T CVT TINTED GLASS FACELIFT

180,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/f413375a0881456991b76bee30be140f?status=New?dealer=1519511
"location_on
Cairo
, Nasr City",Premium,شيري تيجو7 هاي لاين,"شيري تيجو7 هاي لاين
Down Payment277,500EGP",2022,"Chery
Tiggo 7
2022
Used
73,500
km
Automatic
for Exchange",https://www.contactcars.com/en/used-cars/chery-tiggo_7/632e425a69f94a54a684509745324f38?status=Used?dealer=1519264
"location_on
Qalyubia
, El Oobor",Premium,العبور,"العبور

1.5 A/T Baseline

750,000EGP",2021,"Chery
Tiggo 7
2021
Used
90,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/e22264c3022f4cefb67434d5b17560ef?status=Used
"location_on
Giza
, 6th of October",,شيري تيجو 3 حاله ممتازه,"شيري تيجو 3 حاله ممتازه
650,000EGP",2019,"Chery
Tiggo 3
2019
Used
145,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_3/16ff4da73dd44c21bdfeb08aba7cb8c4?status=Used
"location_on
Alexandria
, Mena El Basal",,مينا البصل القباري اسكندريه ٥٧ ش محجوب,"مينا البصل القباري اسكندريه ٥٧ ش محجوب

1.5 A/T CVT HIGHLINE

650,000EGP
Min. DP:325,000EGP",2023,"Chery
ARRIZO 5
2023
Used
1,500
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/b2231b5cf28a44ca965446e5ea06a917?status=Used
"location_on
Cairo
, New Cairo & 5th Settlement",,ARIZO 2024,"ARIZO 2024

1.5 A/T CVT BASELINE Leather

190,000EGP
Min. DP:38,000EGP",2023,"Chery
ARRIZO 5
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-arrizo_5/for-sale/20f88f78fbf94b4983c2a2d757c8ae6a?status=New?dealer=1519332
"location_on
Alexandria
, Al Ajmi",,تيجو ٢٠١٣ مانيوال ممتازة فيميه مثبوت شاشتين فرش اصلي ممتاز .,"تيجو ٢٠١٣ مانيوال ممتازة فيميه مثبوت شاشتين فرش اصلي ممتاز .
320,000EGP",2013,"Chery
Tiggo
2013
Used
102,000
km
Manual
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo/cba03c846e2c472b9854b84ac97f38b6?status=Used
"location_on
Cairo
, Mataria",,شيري تيجو ٧ - tiggo 7,"شيري تيجو ٧ - tiggo 7

1.5 A/T T-6DCT HIGHLINE

950,000EGP",2023,"Chery
Tiggo 7
2023
Used
4,500
km
Automatic",https://www.contactcars.com/en/used-cars/chery-tiggo_7/39feb0d696a94c188e933456ac3ccad3?status=Used
"location_on
Cairo
, Zayton",,اريزو 5 هاى لاين اتوماتيك حالة الزيرو صيانه توكيل,"اريزو 5 هاى لاين اتوماتيك حالة الزيرو صيانه توكيل

1.5 A/T H/L

620,000EGP
Min. DP:310,000EGP",2022,"Chery
ARRIZO 5
2022
Used
37,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/6c5cb25f2d964a909a61d7a804f0c01e?status=Used
"location_on
Cairo
, Waili",Premium,تيجو 3 فيراني 2022,"تيجو 3 فيراني 2022

1.6 A/T Tinted Glass FL

790,000EGP",2022,"Chery
Tiggo 3
2022
Used
45,107
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-tiggo_3/c48aa935e5e540329d4fd250fb2f0fd0?status=Used?dealer=1519451
"location_on
Cairo
, Waili",Premium,اريزو 5 p1 A احمر 2022,"اريزو 5 p1 A احمر 2022

1.5 A/T Baseline

630,000EGP",2022,"Chery
ARRIZO 5
2022
Used
60,422
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/fcc6a77e102d4ebba691f12419b2dd21?status=Used?dealer=1519451
"location_on
Cairo
, Waili",,اريزو 5 HL ابيض 2022,"اريزو 5 HL ابيض 2022

1.5 A/T H/L

615,000EGP",2022,"Chery
ARRIZO 5
2022
Used
27,892
km
Automatic
almost new",https://www.contactcars.com/en/used-cars/chery-arrizo_5/91bbe9d478db49c0a20beb674a853ec8?status=Used?dealer=1519451
"location_on
Giza
, Sheikh Zayed",,شيري اريزو ٥ هايلاين مو 22كسر زيرومواصفات غير موجودة في مثيلاتها,"شيري اريزو ٥ هايلاين مو 22كسر زيرومواصفات غير موجودة في مثيلاتها

1.5 A/T H/L

670,000EGP
Min. DP:335,000EGP",2022,"Chery
ARRIZO 5
2022
Used
14,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/f49ea4bfa98f4d08b56b32179e8e2d60?status=Used
"location_on
Cairo
, Nasr City",,Chery Tiggo 3 2023,"Chery Tiggo 3 2023

1.6 A/T CVT TINTED GLASS FACELIFT

180,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/f413375a0881456991b76bee30be140f?status=New?dealer=1519511
"location_on
Western
, Tanta",,Chery ARRIZO 5 2023,"Chery ARRIZO 5 2023

1.5 A/T CVT HIGHLINE

216,000EGP
Min. DP:43,200EGP",2023,"Chery
ARRIZO 5
2023
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-arrizo_5/for-sale/15b7929b327a42259abc3d82cb6db78c?status=New?dealer=1519475
"location_on
Western
, Tanta",,Chery Tiggo 7 Pro 2022,"Chery Tiggo 7 Pro 2022

1.5 A/T COMFORT

440,000EGP",2022,"Chery
Tiggo 7 Pro
2022
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_7_pro/for-sale/78eb127c8a984b15bf5fa99b4057eaa4?status=New?dealer=1519475
"location_on
Western
, Tanta",,Chery Tiggo 3 2023,"Chery Tiggo 3 2023
276,000EGP",2023,"Chery
Tiggo 3
2023
New
Automatic
Imported Specs
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/chery-tiggo_3/for-sale/2fda5fd03cf644fe9a035600773a1a5a?status=New?dealer=1519475
"location_on
Cairo
, Nasr City",,شيري اريزو هاي لاين ٢٠٢٠,"شيري اريزو هاي لاين ٢٠٢٠

1.5L (Basic)

475,000EGP",2020,"Chery
ARRIZO 5
2020
Used
65,000
km
Automatic",https://www.contactcars.com/en/used-cars/chery-arrizo_5/a1767cd5c70c4fd69a9b50d9fc41aa5d?status=Used?dealer=1519473
"location_on
Alexandria
, King Mariout",,السياره لاتحتاج لاى مصروف,"السياره لاتحتاج لاى مصروف

1.5 A/T Baseline

750,000EGP",2021,"Chery
Tiggo 7
2021
Used
105,000
km
Automatic",https://www.contactcars.com/en/used-cars/chery-tiggo_7/dc8fe60834f6493ab454940a1e0aa87e?status=Used
"location_on
Giza
, 6th of October",,تيجو 7 بيز لاين فراني كسر زيرو موديل 22,"تيجو 7 بيز لاين فراني كسر زيرو موديل 22
900,000EGP
Min. DP:450,000EGP",2022,"Chery
Tiggo 7
2022
Used
24,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-tiggo_7/b72b9df8a1f64af99515c49d5838a5ae?status=Used
"location_on
El Beheira
, Badr City",,اريزو مانيوال2023,"اريزو مانيوال2023

1.5 M/T BASELINE Leather

520,000EGP
Min. DP:260,000EGP",2023,"Chery
ARRIZO 5
2023
Used
15,000
km
Manual",https://www.contactcars.com/en/used-cars/chery-arrizo_5/aad893a47dd14faa9e878a4cd1ad1c75?status=Used
"location_on
Cairo
, Rehab City",,Chery,"Chery

1.5 A/T CVT HIGHLINE

730,000EGP
Min. DP:365,000EGP",2023,"Chery
ARRIZO 5
2023
Used
26,000
km
Automatic
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/8968b13f78234703a8ed8c3675ae9e98?status=Used
"location_on
Eastern
, Belbeis",,تيجو ٣,"تيجو ٣
675,000EGP
Min. DP:337,500EGP",2021,"Chery
Tiggo 3
2021
Used
24,000
km
Automatic",https://www.contactcars.com/en/used-cars/chery-tiggo_3/8cb9790960f640de8fa1db787573c509?status=Used
"location_on
Alexandria
, El Syoof",,السيوف,"السيوف

1.5 M/T BASELINE Leather

510,000EGP
Min. DP:255,000EGP",2023,"Chery
ARRIZO 5
2023
Used
24,000
km
Manual
Installments Cont'd
almost new
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/chery-arrizo_5/5c064550606e4a4589735f44ec09f683?status=Used
