URL,Status,Brand Name,Model,Governorate,City,Price,Body Type,Fuel Type,Transmission,Production Year,Down Payment,Engine Capacity,Kilometers,Color,Additional Properties,More Details
https://www.contactcars.com/en/used-cars/kia-sportage/d10db06af8144027a951171d072d1102?status=Used?dealer=1519536,Used,Kia,Sportage,Cairo," Nasr City",,SUV,Gas,Automatic,2023,"1,100,000",1600,"11,000",Black,"almost new , In Warranty , Fabrika In&Out","KIA SPORTAGE GTLINE 2023 "
https://www.contactcars.com/en/used-cars/kia-sportage/63a4d892fee5439481ddb7af18dc86b5?status=Used,Used,Kia,Sportage,Qalyubia," Shubra Al Khaimah","1,000,000",SUV,Gas,Automatic,2017,,1600,"105,000",Navy Blue,for Exchange,"ش الشعراوي القديم بهتيم  1.6 A/T GT 4WD  "
https://www.contactcars.com/en/used-cars/kia-cerato/bf97d52c9f20414ca4a04d2bcaa9f9f5?status=Used,Used,Kia,Cerato,Cairo," Road El Farag","915,000",Sedan,Gas,Automatic,2019,,1600,"91,000",Gray,"almost new , Fabrika In&Out","كيا جراند سيراتو فابريكا بالكامل ثانى فئه فابريكه  "
https://www.contactcars.com/en/used-cars/kia-sportage/dacd849cebbf484a99ef7da1c22c9626?status=Used,Used,Kia,Sportage,Cairo," Heliopolis","1,550,000",SUV,Gas,Automatic,2022,,1600,"35,202",Maroon,Fabrika In&Out,"مصر الجديدة "
https://www.contactcars.com/en/used-cars/kia-cerato/8483bf054df6448a9b82889aa5db45ab?status=Used,Used,Kia,Cerato,Cairo," New Cairo & 5th Settlement","1,030,000",Sedan,Gas,Automatic,2017,,1600,"23,500",Red,"Imported , almost new , Fabrika In&Out","سيراتو خليجي كالجديدة "
https://www.contactcars.com/en/used-cars/kia-sportage/f2a358e2b59e4812b79f90b79e41023c?status=Used,Used,Kia,Sportage,Giza," Sheikh Zayed","10,050,000",SUV,Gas,Automatic,2016,,1500,"158,000",Black,Fabrika In&Out,"سبورتاج 2016 فابريكا للبيع بحالة ممتازة صيانه توكيل ممنوع وسطاء  1.6 A/T EX SRF  "
https://www.contactcars.com/en/used-cars/kia-sportage/7c76d76397744c4b8bb78f49bf302730?status=Used,Used,Kia,Sportage,Cairo," El Sherouk City","1,900,000",SUV,Gas,Automatic,2022,"380,000",1600,"58,000",Dark Grey,Fabrika In&Out,"زيرو مافيهاش خربوش  1.6 A/T TL Plus Black Edition   "
https://www.contactcars.com/en/used-cars/kia-rio/decd22de09744028976c072b1441b532?status=Used,Used,Kia,Rio,Cairo," Maadi","660,000",Hatchback,Gas,Automatic,2017,,1400,"131,000",Gray,,"زهراء المعادي  1.4 A/T EX FL  "
https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/3b1dab4cfbde4347b6b0e3939686044f?status=New?dealer=1519530,New,Kia,seltos,Giza," Sheikh Zayed","1,035,000",SUV,Gas,Automatic,2023,,1600,,Black,"Imported , For Disabled , Fabrika In&Out","كيا سيلتوس 2023 - KIA SELTOS خليجية-استيراد ( حر - جواب ) "
https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/8baf739ed16e447bbf5d05abf077c536?status=New,New,Kia,Sportage,Giza," Doki","2,100,000",SUV,Gas,Automatic,2023,"420,000",1600,,Gray,"In Warranty , Fabrika In&Out","سبورتاج 2023  "
https://www.contactcars.com/en/used-cars/kia-sportage/c0da00f027f9496a8f72b6684c21e318?status=Used,Used,Kia,Sportage,Giza," Faisal","1,000,000",SUV,Gas,Automatic,2015,,1600,"150,000",Bronze,Fabrika In&Out,"كيا سبورتاج بحالة ممتازة "
https://www.contactcars.com/en/used-cars/kia-cerato/a4bdb0dc9d754cb1940b7d1aab4e0bc1?status=Used,Used,Kia,Cerato,Giza," Agouza","635,000",Sedan,Gas,Automatic,2016,,1600,"168,000",Black,,"كيا سيراتو 2016 الفئه الثانيه "
https://www.contactcars.com/en/used-cars/kia-carens/13f03df7a24e42f39872031896feb711?status=Used,Used,Kia,Carens,Giza," Agouza","685,000",SUV,Gas,Automatic,2014,,1600,"155,000",Silver,,"كيا كارينز 2014 الفئه الثانيه  1.6 A/T EX  "
https://www.contactcars.com/en/used-cars/kia-rio/823613b896594456ac7d6238f47b2791?status=Used,Used,Kia,Rio,Cairo," New Cairo & 5th Settlement","580,000",Hatchback,Gas,Automatic,2014,,1400,"200,000",Gray,Imported,"Kia Rio First Owner Clean Condition Khaleegy "
https://www.contactcars.com/en/used-cars/kia-sportage/160a8ab5671045f8959478a18b140e60?status=Used,Used,Kia,Sportage,Cairo," Nasr City","1,320,000",SUV,Gas,Automatic,2019,,1600,"96,000",Blue,Fabrika In&Out,"كيا سبورتاج بحاله ممتازه  1.6 A/T H/L  "
https://www.contactcars.com/en/used-cars/kia-cerato/d1f9e4e396084b25bdb66ec28b509947?status=Used,Used,Kia,Cerato,Giza," Sheikh Zayed","750,000",Sedan,Gas,Automatic,2015,,1600,"186,000",Black,,"كيا سيراتو للبيع "
https://www.contactcars.com/en/used-cars/kia-carens/2e762dc799bf40b2890c1cd927abd09a?status=Used,Used,Kia,Carens,Cairo," El Sherouk City","700,000",SUV,Gas,Automatic,2014,,1600,"224,500",Black,,"كارينز 2014 بحاله جيده جدا بسعر ممتاز  1.6 A/T H/L  "
https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/8b41bc72f2434de79358427a31379115?status=New,New,Kia,Sportage,Dakahlia," Sherbin","2,000,000",SUV,Gas,Automatic,2023,"400,000",1600,,Baby Blue,"Imported , In Warranty , Fabrika In&Out","للبيع كيا سبورتاج 2023 زيرو  "
https://www.contactcars.com/en/used-cars/kia-cerato/692ac874e3364e6b9024b4fe7ff06220?status=Used,Used,Kia,Cerato,Monufia," Ashmon","730,000",Sedan,Gas,Automatic,2017,,1600,"73,000",Gray,Fabrika In&Out,"سيراتو 2017 "
https://www.contactcars.com/en/used-cars/kia-sportage/c311e1c152ad4c7991f15969ef696115?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","1,395,000",SUV,Gas,Automatic,2021,"279,000",1600,"34,000",White,"almost new , In Warranty , Fabrika In&Out","كيا سبورتاج 2021 فبريكة بالكامل  1.6 A/T LX F/O Plus   "
https://www.contactcars.com/en/used-cars/kia-carens/885cef654db54ed889d37bfa51a13c3d?status=Used,Used,Kia,Carens,Kafr El Sheikh," Baltim and Burullus","850,000",Hatchback,Gas,Automatic,2016,,1600,"138,000",Brown,"for Exchange , Fabrika In&Out","كارنز بحاله ممتازه جدا جدا  1.6 A/T T/L  "
https://www.contactcars.com/en/used-cars/kia-cerato/06f41c16e2a04770a5dfb0c805483918?status=Used,Used,Kia,Cerato,Port Said," Port Said","670,000",Sedan,Diesel,Automatic,2014,,1600,"120,000",Red,Fabrika In&Out,"كيا سيراتو 2014 فئه ثانيه "
https://www.contactcars.com/en/used-cars/kia-rio/6ae20e2a4ea74839ae96a0a86a4af2f7?status=Used,Used,Kia,Rio,Giza," Sheikh Zayed","560,000",Sedan,Gas,Automatic,2017,,1400,"146,000",Black,,"kia Rio 2017  1.4 A/T LX FL  "
https://www.contactcars.com/en/used-cars/kia-sportage/e8427cb6aa744b0295ed4611e78a67ee?status=Used,Used,Kia,Sportage,Giza," El Haram","1,600,000",SUV,Gas,Automatic,2017,,1600,"32,000",Brown,"almost new , Fabrika In&Out","كيا سبورتاج ٢٠١٧ خليكى توب لاين فابريكا رخصة ٣ سنوات من المالك  1.6 A/T GT 4WD  "
https://www.contactcars.com/en/used-cars/kia-cerato/d110261226594415b7496ba7572ded4d?status=Used,Used,Kia,Cerato,Alexandria," Mandara","780,000",Sedan,Gas,Automatic,2018,,1600,"128,000",Dark Grey,"almost new , Fabrika In&Out","للبيع كيا سيراتو "
https://www.contactcars.com/en/used-cars/kia-xceed/fdece94bb590472cb2eb1a192ce61a9c?status=Used,Used,Kia,Xceed,Damietta," Damietta","1,700,000",SUV,Gas,Automatic,2022,"340,000",1500,"3,000",Gold,"almost new , Fabrika In&Out","دمياط  1.5 A/T T/L   "
https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/8b41bc72f2434de79358427a31379115?status=New,New,Kia,Sportage,Dakahlia," Sherbin","2,000,000",SUV,Gas,Automatic,2023,"400,000",1600,,Baby Blue,"Imported , In Warranty , Fabrika In&Out","للبيع كيا سبورتاج 2023 زيرو  "
https://www.contactcars.com/en/used-cars/kia-cerato/df3d1f429e454776908820f48f9e6b9f?status=Used?dealer=1519525,Used,Kia,Cerato,Cairo," Nasr City","750,000",Sedan,Gas,Automatic,2015,,1600,"180,000",Red,for Exchange,"كيا سيراتو Fully loadded "
https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/7fb24e0d652648a08760997ae959046e?status=New?dealer=1519511,New,Kia,Sportage,Cairo," Nasr City",,SUV,Gas,Automatic,2023,"462,500",1600,,White,,"Kia sportage GT 2023 "
https://www.contactcars.com/en/used-cars/kia-cerato/692ac874e3364e6b9024b4fe7ff06220?status=Used,Used,Kia,Cerato,Monufia," Ashmon","730,000",Sedan,Gas,Automatic,2017,,1600,"73,000",Gray,Fabrika In&Out,"سيراتو 2017 "
https://www.contactcars.com/en/used-cars/kia-sportage/9c10ba1de1a44551bbed64bb842918ed?status=Used,Used,Kia,Sportage,Giza," Giza","1,400,000",SUV,Gas,Automatic,2017,,1600,"8,000",Bronze,"Imported , almost new , Fabrika In&Out","اسبورتاج خليجي اعلى فئه مواصفات البلاك اديشن وارد الخارج "
https://www.contactcars.com/en/used-cars/kia-sportage/57f13c38f9f34e9a928554e825b59ab8?status=Used,Used,Kia,Sportage,Giza," 6th of October","2,150,000",SUV,Gas,Automatic,2023,"430,000",1600,"14,000",White,"almost new , In Warranty , Fabrika In&Out","كيا سبورتاج  "
https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/df4d5d577c5c4000959ffcd2a4a28e32?status=New,New,Kia,Grand Cerato,Cairo," Zahraa Maadi","1,270,000",Sedan,Gas,Automatic,2023,"254,000",1600,,Black,Fabrika In&Out,"جراند سيراتو خليجي  1.6 A/T H/L   "
https://www.contactcars.com/en/used-cars/kia-sportage/c311e1c152ad4c7991f15969ef696115?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","1,395,000",SUV,Gas,Automatic,2021,"279,000",1600,"34,000",White,"almost new , In Warranty , Fabrika In&Out","كيا سبورتاج 2021 فبريكة بالكامل  1.6 A/T LX F/O Plus   "
https://www.contactcars.com/en/used-cars/kia-sportage/9aa766070e33471cbf5f3c83443e5504?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","945,000",SUV,Gas,Automatic,2014,,1600,"98,000",Black,"almost new , In Warranty , Fabrika In&Out","كيا سبورتاج ٢٠١٤ للبيع "
https://www.contactcars.com/en/used-cars/kia-grand_cerato/d760ef10ba1d470eb36fa38e5cf06225?status=Used?dealer=1519293,Used,Kia,Grand Cerato,Cairo," Nasr City",,Sedan,Gas,Automatic,2022,"336,000",1600,"25,000",Red,,"كيا جراند سيراتو 2022  1.6 A/T LX  "
https://www.contactcars.com/en/used-cars/kia-carens/885cef654db54ed889d37bfa51a13c3d?status=Used,Used,Kia,Carens,Kafr El Sheikh," Baltim and Burullus","850,000",Hatchback,Gas,Automatic,2016,,1600,"138,000",Brown,"for Exchange , Fabrika In&Out","كارنز بحاله ممتازه جدا جدا  1.6 A/T T/L  "
https://www.contactcars.com/en/used-cars/kia-cerato/06f41c16e2a04770a5dfb0c805483918?status=Used,Used,Kia,Cerato,Port Said," Port Said","670,000",Sedan,Diesel,Automatic,2014,,1600,"120,000",Red,Fabrika In&Out,"كيا سيراتو 2014 فئه ثانيه "
https://www.contactcars.com/en/used-cars/kia-sportage/4256df6c1ff34ee9b6dc1644cf1ebb0d?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","935,000",SUV,Gas,Automatic,2014,,1600,"95,000",Gray,Fabrika In&Out,"سبورتاج 2014 فابريكا بالكامل "
https://www.contactcars.com/en/used-cars/kia-rio/6ae20e2a4ea74839ae96a0a86a4af2f7?status=Used,Used,Kia,Rio,Giza," Sheikh Zayed","560,000",Sedan,Gas,Automatic,2017,,1400,"146,000",Black,,"kia Rio 2017  1.4 A/T LX FL  "
https://www.contactcars.com/en/used-cars/kia-sportage/e8427cb6aa744b0295ed4611e78a67ee?status=Used,Used,Kia,Sportage,Giza," El Haram","1,600,000",SUV,Gas,Automatic,2017,,1600,"32,000",Brown,"almost new , Fabrika In&Out","كيا سبورتاج ٢٠١٧ خليكى توب لاين فابريكا رخصة ٣ سنوات من المالك  1.6 A/T GT 4WD  "
https://www.contactcars.com/en/new-cars/kia-carens/for-sale/a9d6a73bfee2481cae38e67997c68b24?status=New?dealer=1519530,New,Kia,Carens,Giza," Sheikh Zayed","1,090,000",SUV,Gas,Automatic,2023,,1500,,White,"Imported , For Disabled , Fabrika In&Out","كيا كارينز 2023 - KIA CARENS خليجية-استيراد ( حر - جواب ) "
https://www.contactcars.com/en/used-cars/kia-cerato/d110261226594415b7496ba7572ded4d?status=Used,Used,Kia,Cerato,Alexandria," Mandara","780,000",Sedan,Gas,Automatic,2018,,1600,"128,000",Dark Grey,"almost new , Fabrika In&Out","للبيع كيا سيراتو "
https://www.contactcars.com/en/used-cars/kia-sportage_nq5/4a6876761b9b4565b9b2e4bc5dc146d6?status=Used,Used,Kia,Sportage NQ5,Cairo," New Cairo & 5th Settlement","2,050,000",SUV,Gas,Automatic,2023,"410,000",1600,"10,000",Gray,"almost new , In Warranty , Fabrika In&Out","كيا سبورتاج هاي لاين وكيل للبيع  1.6 A/T HL   "
https://www.contactcars.com/en/used-cars/kia-xceed/fdece94bb590472cb2eb1a192ce61a9c?status=Used,Used,Kia,Xceed,Damietta," Damietta","1,700,000",SUV,Gas,Automatic,2022,"340,000",1500,"3,000",Gold,"almost new , Fabrika In&Out","دمياط  1.5 A/T T/L   "
https://www.contactcars.com/en/used-cars/kia-cerato/165226fb28dc4488ae7327d44ea04a70?status=Used,Used,Kia,Cerato,Cairo," New Cairo & 5th Settlement","810,000",Sedan,Gas,Automatic,2016,,1600,"147,000",White,Fabrika In&Out,"كيا سيراتو K3 2016 "
https://www.contactcars.com/en/used-cars/kia-sportage/32e5fd0151bb4143b6f29745f3f67516?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","1,175,000",SUV,Gas,Automatic,2016,,1600,"110,000",Black,"almost new , Fabrika In&Out","سبورتاج ٢٠١٦ وكيل فبريكا بره و جوه الفئة التانيه عداد ١١٠٠٠٠ ك "
https://www.contactcars.com/en/used-cars/kia-cerato/0d487c17a17a4be7a2e8639bbf4fdc9a?status=Used,Used,Kia,Cerato,Suez," Arbaeen District","650,000",Sedan,Gas,Automatic,2015,,1600,100,Dark Grey,"Imported , almost new , For Disabled , Fabrika In&Out","كيا k3 2015 فبريكا البيع لدواعي السفر "
https://www.contactcars.com/en/used-cars/kia-sportage/63a4d892fee5439481ddb7af18dc86b5?status=Used,Used,Kia,Sportage,Qalyubia," Shubra Al Khaimah","1,000,000",SUV,Gas,Automatic,2017,,1600,"105,000",Navy Blue,for Exchange,"ش الشعراوي القديم بهتيم  1.6 A/T GT 4WD  "
https://www.contactcars.com/en/used-cars/kia-cerato/bf97d52c9f20414ca4a04d2bcaa9f9f5?status=Used,Used,Kia,Cerato,Cairo," Road El Farag","915,000",Sedan,Gas,Automatic,2019,,1600,"91,000",Gray,"almost new , Fabrika In&Out","كيا جراند سيراتو فابريكا بالكامل ثانى فئه فابريكه  "
https://www.contactcars.com/en/used-cars/kia-grand_cerato/cdc18023fd1f4bad96e6ac772b281262?status=Used,Used,Kia,Grand Cerato,Giza," Doki","950,000",Sedan,Gas,Automatic,2019,,1600,"105,000",Red,almost new,"الدقي  1.6 A/T H/L  "
https://www.contactcars.com/en/used-cars/kia-sportage/dacd849cebbf484a99ef7da1c22c9626?status=Used,Used,Kia,Sportage,Cairo," Heliopolis","1,550,000",SUV,Gas,Automatic,2022,,1600,"35,202",Maroon,Fabrika In&Out,"مصر الجديدة "
https://www.contactcars.com/en/used-cars/kia-xceed/ab4d643bf7da4ac087d8e250dce35183?status=Used?dealer=1519502,Used,Kia,Xceed,Giza," El Haram","1,350,000",SUV,Gas,Automatic,2022,"270,000",1500,"25,000",Yellow,Fabrika In&Out,"كيا اكسيد توب لاين  1.5 A/T T/L   "
https://www.contactcars.com/en/used-cars/kia-picanto/074b2e0e04264ab58e5f400c861f6d77?status=Used,Used,Kia,Picanto,Damietta," Ezbt El Borg","550,000",Hatchback,Gas,Automatic,2015,,1200,"64,000",Silver,Fabrika In&Out,"بيكانتو 2015 "
https://www.contactcars.com/en/used-cars/kia-sportage/d10db06af8144027a951171d072d1102?status=Used?dealer=1519536,Used,Kia,Sportage,Cairo," Nasr City",,SUV,Gas,Automatic,2023,"1,100,000",1600,"11,000",Black,"almost new , In Warranty , Fabrika In&Out","KIA SPORTAGE GTLINE 2023 "
https://www.contactcars.com/en/used-cars/kia-sorento/c3467e4dce444537b1145d1a39edfa78?status=Used,Used,Kia,Sorento,Cairo," New Cairo & 5th Settlement","2,050,000",SUV,Gas,Automatic,2021,"410,000",3500,"40,000",Gray,"In Warranty , Fabrika In&Out","كيا سارنتو  3.3L Top (AWD)   "
https://www.contactcars.com/en/used-cars/kia-cerato/2071c3c8e3074d0cbb4bfe4920865599?status=Used,Used,Kia,Cerato,Cairo," Hadayeq El Qoba","700,000",Sedan,Gas,Automatic,2017,,1600,"87,000",Purple,,"مصر السوادن "
https://www.contactcars.com/en/used-cars/kia-sportage/e3697ab29384401f86b7cd02e4cadcfa?status=Used,Used,Kia,Sportage,Alexandria," Roushdy","1,150,000",SUV,Gas,Automatic,2015,,1600,"107,000",Dark Grey,,"كيا سبورتاج بحاله ممتازة  1.6 A/T S/R  "
https://www.contactcars.com/en/used-cars/kia-carens/ceff74810af34631829d07a9a5717ab8?status=Used,Used,Kia,Carens,Fayoum," Down Town","735,000",SUV,Gas,Automatic,2014,,1600,"142,000",White,"for Exchange , Fabrika In&Out","نيو كارينز ٢٠١٤ الفئة الثالثة بحالة جيدة جدا  1.6 A/T EX  "
https://www.contactcars.com/en/used-cars/kia-rio/31bf0d874ec44d73b8cf1259ca88eeaa?status=Used?dealer=1519525,Used,Kia,Rio,Cairo," Nasr City",,Sedan,Gas,Automatic,2013,"110,000",1400,"130,000",Gray,"for Exchange , Fabrika In&Out","كيا ريو 2013 فابريكا بالكاااامل "
https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/8403e06d49334944a6a38d5f3ab1310f?status=New?dealer=1519530,New,Kia,seltos,Giza," Sheikh Zayed","1,035,000",SUV,Gas,Automatic,2023,,1600,,Gray,"Imported , For Disabled , Fabrika In&Out","كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ) "
https://www.contactcars.com/en/used-cars/kia-sportage/8b01257352d9400abc35dda8c95ef895?status=Used,Used,Kia,Sportage,Fayoum," Down Town","2,250,000",SUV,Gas,Automatic,2023,"450,000",1600,"4,950",Dark Grey,"almost new , In Warranty , Fabrika In&Out","Kia Sportage 2023 3rd Category  "
https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/222f5d3123e847f295b6082f25a04536?status=New?dealer=1519530,New,Kia,seltos,Giza," Sheikh Zayed","1,035,000",SUV,Gas,Automatic,2023,,1600,,Black,"Imported , For Disabled , Fabrika In&Out","كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ) "
https://www.contactcars.com/en/used-cars/kia-sportage/f33a8493b6b64bdabf0fc6a8fc6834d9?status=Used,Used,Kia,Sportage,Suez," Faisal","1,600,000",SUV,Gas,Automatic,2021,"320,000",1600,"44,000",Navy Blue,"almost new , Fabrika In&Out","السلام ١ السويس  1.6 A/T TL Plus   "
https://www.contactcars.com/en/used-cars/kia-carens/e17d6e59ad85404c96ff9307c652ba65?status=Used,Used,Kia,Carens,Fayoum," Down Town","750,000",SUV,Gas,Automatic,2014,,1600,"143,000",White,"for Exchange , Fabrika In&Out","نيو كارينز الفئة التالتة بحالة جيدة  1.6 A/T EX  "
